M,adv_a_position,adv_per_query,attack,both_sides,correct_answer_pct,dataset,experiment_full_name,false_removal_rate,incorrect_answer_pct,inference_time,model,no_questions,removal,repeat,retriver,score,success_injection_rate,success_removal_rate,top_k
10,end,3,hotflip,0,33.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.07%,60.00%,27.31,meta,0,drift,10,contriever-ms,cos,0.59%,0.00%,5
10,end,5,hotflip,0,9.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.07%,87.00%,32.71,meta,0,drift,10,contriever-ms,cos,0.96%,0.00%,5
10,start,1,hotflip,0,41.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.23%,47.00%,11.48,meta,0,kmeans_ngram,10,contriever-ms,cos,0.20%,0.02%,5
10,start,3,hotflip,0,66.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.26%,0.00%,12.07,meta,0,kmeans_ngram,10,contriever-ms,cos,0.00%,1.00%,5
10,start,5,hotflip,0,64.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.26%,1.00%,13.88,meta,0,kmeans_ngram,10,contriever-ms,cos,0.01%,0.99%,5
10,end,1,hotflip,0,45.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.24%,46.00%,13.19,meta,0,kmeans_ngram,10,contriever-ms,cos,0.19%,0.04%,5
10,end,3,hotflip,0,66.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.27%,1.00%,12.59,meta,0,kmeans_ngram,10,contriever-ms,cos,0.01%,0.99%,5
10,end,5,hotflip,0,65.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.25%,0.00%,15.58,meta,0,kmeans_ngram,10,contriever-ms,cos,0.01%,0.99%,5
10,start,1,hotflip,0,47.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.07%,46.00%,22.51,meta,0,drift,10,contriever-ms,cos,0.20%,0.00%,5
10,start,3,hotflip,0,32.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.07%,64.00%,28.98,meta,0,drift,10,contriever-ms,cos,0.60%,0.00%,5
10,start,5,hotflip,0,5.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.07%,93.00%,33.96,meta,0,drift,10,contriever-ms,cos,0.97%,0.00%,5
10,end,1,hotflip,0,49.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.07%,41.00%,24.45,meta,0,drift,10,contriever-ms,cos,0.20%,0.00%,5
10,start,1,hotflip,0,78.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.05%,1.00%,30.14,meta,0,drift,10,contriever-ms,dot,0.01%,0.96%,5
10,start,3,hotflip,0,77.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.05%,7.00%,31.61,meta,0,drift,10,contriever-ms,dot,0.02%,0.96%,5
10,start,5,hotflip,0,74.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.05%,8.00%,46.91,meta,0,drift,10,contriever-ms,dot,0.03%,0.97%,5
10,end,1,hotflip,0,78.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.05%,0.00%,32.43,meta,0,drift,10,contriever-ms,dot,0.00%,0.99%,5
10,end,3,hotflip,0,78.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.05%,1.00%,32.19,meta,0,drift,10,contriever-ms,dot,0.01%,0.98%,5
10,end,5,hotflip,0,76.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.05%,4.00%,37.94,meta,0,drift,10,contriever-ms,dot,0.01%,0.99%,5
10,start,1,hotflip,0,47.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.16%,43.00%,15.88,meta,0,kmeans_ngram,10,contriever-ms,dot,0.20%,0.01%,5
10,start,3,hotflip,0,60.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.20%,17.00%,14.53,meta,0,kmeans_ngram,10,contriever-ms,dot,0.08%,0.84%,5
10,start,5,hotflip,0,65.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.20%,12.00%,19.25,meta,0,kmeans_ngram,10,contriever-ms,dot,0.05%,0.95%,5
10,end,1,hotflip,0,49.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.16%,43.00%,14.14,meta,0,kmeans_ngram,10,contriever-ms,dot,0.20%,0.02%,5
10,end,3,hotflip,0,59.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.20%,20.00%,14.86,meta,0,kmeans_ngram,10,contriever-ms,dot,0.09%,0.83%,5
10,end,5,hotflip,0,66.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.20%,11.00%,19.42,meta,0,kmeans_ngram,10,contriever-ms,dot,0.08%,0.92%,5
10,start,3,none,0,69.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_none-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.07%,0.00%,20.28,meta,0,drift,10,contriever-ms,cos,0.00%,1.00%,5
10,start,3,none,0,59.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_none-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.23%,0.00%,10.24,meta,0,kmeans_ngram,10,contriever-ms,cos,0.00%,1.00%,5
10,end,3,none,0,69.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_none-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.07%,0.00%,20.60,meta,0,drift,10,contriever-ms,cos,0.00%,1.00%,5
10,end,3,none,0,59.00%,nq,dataset_nq-retriver_contriever-ms-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_none-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.23%,0.00%,10.23,meta,0,kmeans_ngram,10,contriever-ms,cos,0.00%,1.00%,5
10,start,1,hotflip,0,53.00%,nq,dataset_nq-retriver_roberta-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.08%,30.00%,22.11,mistralai/Mistral,0,drift,10,roberta,cos,0.18%,0.10%,5
10,start,3,hotflip,0,35.00%,nq,dataset_nq-retriver_roberta-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.08%,55.00%,23.38,mistralai/Mistral,0,drift,10,roberta,cos,0.51%,0.14%,5
10,start,5,hotflip,0,14.00%,nq,dataset_nq-retriver_roberta-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.08%,80.00%,26.52,mistralai/Mistral,0,drift,10,roberta,cos,0.86%,0.11%,5
10,end,1,hotflip,0,62.00%,nq,dataset_nq-retriver_roberta-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.08%,21.00%,21.39,mistralai/Mistral,0,drift,10,roberta,cos,0.12%,0.38%,5
10,end,3,hotflip,0,40.00%,nq,dataset_nq-retriver_roberta-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.08%,46.00%,25.01,mistralai/Mistral,0,drift,10,roberta,cos,0.44%,0.26%,5
10,end,5,hotflip,0,23.00%,nq,dataset_nq-retriver_roberta-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.08%,67.00%,26.54,mistralai/Mistral,0,drift,10,roberta,cos,0.72%,0.27%,5
10,start,1,hotflip,0,53.00%,nq,dataset_nq-retriver_roberta-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.19%,37.00%,18.56,mistralai/Mistral,0,kmeans_ngram,10,roberta,cos,0.19%,0.06%,5
10,start,3,hotflip,0,72.00%,nq,dataset_nq-retriver_roberta-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.21%,3.00%,19.77,mistralai/Mistral,0,kmeans_ngram,10,roberta,cos,0.02%,0.96%,5
10,start,5,hotflip,0,71.00%,nq,dataset_nq-retriver_roberta-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.19%,3.00%,27.04,mistralai/Mistral,0,kmeans_ngram,10,roberta,cos,0.02%,0.98%,5
10,end,1,hotflip,0,55.00%,nq,dataset_nq-retriver_roberta-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.19%,30.00%,18.65,mistralai/Mistral,0,kmeans_ngram,10,roberta,cos,0.19%,0.06%,5
10,end,3,hotflip,0,70.00%,nq,dataset_nq-retriver_roberta-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.21%,4.00%,20.34,mistralai/Mistral,0,kmeans_ngram,10,roberta,cos,0.03%,0.95%,5
10,end,5,hotflip,0,71.00%,nq,dataset_nq-retriver_roberta-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.19%,4.00%,23.19,mistralai/Mistral,0,kmeans_ngram,10,roberta,cos,0.03%,0.97%,5
10,start,1,hotflip,0,47.00%,nq,dataset_nq-retriver_minilm-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.09%,42.00%,16.79,meta,0,drift,10,minilm,cos,0.18%,0.12%,5
10,start,3,hotflip,0,30.00%,nq,dataset_nq-retriver_minilm-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.09%,67.00%,19.31,meta,0,drift,10,minilm,cos,0.52%,0.12%,5
10,start,5,hotflip,0,16.00%,nq,dataset_nq-retriver_minilm-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.09%,79.00%,23.77,meta,0,drift,10,minilm,cos,0.86%,0.10%,5
10,end,1,hotflip,0,51.00%,nq,dataset_nq-retriver_minilm-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.09%,33.00%,16.75,meta,0,drift,10,minilm,cos,0.14%,0.30%,5
10,end,3,hotflip,0,34.00%,nq,dataset_nq-retriver_minilm-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.09%,59.00%,19.83,meta,0,drift,10,minilm,cos,0.45%,0.25%,5
10,end,5,hotflip,0,24.00%,nq,dataset_nq-retriver_minilm-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.09%,71.00%,23.26,meta,0,drift,10,minilm,cos,0.75%,0.25%,5
10,start,1,hotflip,0,43.00%,nq,dataset_nq-retriver_minilm-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.12%,49.00%,11.95,meta,0,kmeans_ngram,10,minilm,cos,0.19%,0.05%,5
10,start,3,hotflip,0,66.00%,nq,dataset_nq-retriver_minilm-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.15%,3.00%,33.32,meta,0,kmeans_ngram,10,minilm,cos,0.01%,0.97%,5
10,start,5,hotflip,0,67.00%,nq,dataset_nq-retriver_minilm-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.15%,2.00%,34.53,meta,0,kmeans_ngram,10,minilm,cos,0.01%,0.99%,5
10,end,1,hotflip,0,43.00%,nq,dataset_nq-retriver_minilm-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.13%,48.00%,12.01,meta,0,kmeans_ngram,10,minilm,cos,0.20%,0.02%,5
10,end,3,hotflip,0,60.00%,nq,dataset_nq-retriver_minilm-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.16%,11.00%,32.79,meta,0,kmeans_ngram,10,minilm,cos,0.04%,0.93%,5
10,end,5,hotflip,0,63.00%,nq,dataset_nq-retriver_minilm-model_true_meta-llama/Llama-3.1-8B-Instruct-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-cos_sim-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.15%,5.00%,35.02,meta,0,kmeans_ngram,10,minilm,cos,0.01%,0.99%,5
10,end,1,hotflip,0,68.00%,mirage,dataset_mirage-retriver_ance-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.10%,3.00%,250.99,gpt,0,drift,10,ance,dot,0.00%,1.00%,5
10,start,1,hotflip,0,66.00%,mirage,dataset_mirage-retriver_ance-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.10%,3.00%,246.13,gpt,0,drift,10,ance,dot,0.00%,1.00%,5
10,end,3,hotflip,0,67.00%,mirage,dataset_mirage-retriver_ance-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.10%,2.00%,258.30,gpt,0,drift,10,ance,dot,0.00%,1.00%,5
10,start,3,hotflip,0,63.00%,mirage,dataset_mirage-retriver_ance-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.10%,3.00%,263.55,gpt,0,drift,10,ance,dot,0.00%,0.99%,5
10,end,5,hotflip,0,64.00%,mirage,dataset_mirage-retriver_ance-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.10%,4.00%,239.52,gpt,0,drift,10,ance,dot,0.00%,1.00%,5
10,start,5,hotflip,0,65.00%,mirage,dataset_mirage-retriver_ance-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.10%,4.00%,262.47,gpt,0,drift,10,ance,dot,0.00%,1.00%,5
10,end,1,hotflip,0,9.00%,mirage,dataset_mirage-retriver_ance-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.10%,83.00%,201.50,gpt,0,kmeans_ngram,10,ance,dot,0.20%,0.00%,5
10,start,1,hotflip,0,47.00%,mirage,dataset_mirage-retriver_ance-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.10%,39.00%,203.13,gpt,0,kmeans_ngram,10,ance,dot,0.20%,0.00%,5
10,end,3,hotflip,0,61.00%,mirage,dataset_mirage-retriver_ance-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.14%,8.00%,226.75,gpt,0,kmeans_ngram,10,ance,dot,0.02%,0.97%,5
10,start,3,hotflip,0,60.00%,mirage,dataset_mirage-retriver_ance-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.14%,5.00%,219.39,gpt,0,kmeans_ngram,10,ance,dot,0.00%,0.99%,5
10,end,5,hotflip,0,62.00%,mirage,dataset_mirage-retriver_ance-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.12%,5.00%,234.98,gpt,0,kmeans_ngram,10,ance,dot,0.02%,0.98%,5
10,start,5,hotflip,0,65.00%,mirage,dataset_mirage-retriver_ance-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.12%,3.00%,224.40,gpt,0,kmeans_ngram,10,ance,dot,0.01%,0.99%,5
10,start,1,hotflip,0,46.00%,mirage,dataset_mirage-retriver_ance-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.10%,4.00%,42.56,mistralai/Mistral,0,drift,10,ance,dot,0.00%,1.00%,5
10,start,3,hotflip,0,46.00%,mirage,dataset_mirage-retriver_ance-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.10%,5.00%,47.31,mistralai/Mistral,0,drift,10,ance,dot,0.00%,0.99%,5
10,end,1,hotflip,0,46.00%,mirage,dataset_mirage-retriver_ance-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.10%,4.00%,42.32,mistralai/Mistral,0,drift,10,ance,dot,0.00%,1.00%,5
10,start,5,hotflip,0,46.00%,mirage,dataset_mirage-retriver_ance-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.10%,5.00%,59.44,mistralai/Mistral,0,drift,10,ance,dot,0.00%,1.00%,5
10,end,3,hotflip,0,46.00%,mirage,dataset_mirage-retriver_ance-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.10%,4.00%,50.09,mistralai/Mistral,0,drift,10,ance,dot,0.00%,1.00%,5
10,end,5,hotflip,0,46.00%,mirage,dataset_mirage-retriver_ance-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_drift-defend_none-dot-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.10%,4.00%,54.10,mistralai/Mistral,0,drift,10,ance,dot,0.00%,1.00%,5
10,start,1,hotflip,0,33.00%,mirage,dataset_mirage-retriver_ance-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query1-adv_a_position_start-Top_5-Seed_12_both_combined,0.10%,39.00%,35.49,mistralai/Mistral,0,kmeans_ngram,10,ance,dot,0.20%,0.00%,5
10,start,3,hotflip,0,44.00%,mirage,dataset_mirage-retriver_ance-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query3-adv_a_position_start-Top_5-Seed_12_both_combined,0.14%,5.00%,40.52,mistralai/Mistral,0,kmeans_ngram,10,ance,dot,0.00%,0.99%,5
10,start,5,hotflip,0,41.00%,mirage,dataset_mirage-retriver_ance-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query5-adv_a_position_start-Top_5-Seed_12_both_combined,0.12%,6.00%,40.92,mistralai/Mistral,0,kmeans_ngram,10,ance,dot,0.01%,0.99%,5
10,end,1,hotflip,0,26.00%,mirage,dataset_mirage-retriver_ance-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query1-adv_a_position_end-Top_5-Seed_12_both_combined,0.10%,48.00%,36.58,mistralai/Mistral,0,kmeans_ngram,10,ance,dot,0.20%,0.00%,5
10,end,3,hotflip,0,43.00%,mirage,dataset_mirage-retriver_ance-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query3-adv_a_position_end-Top_5-Seed_12_both_combined,0.14%,7.00%,36.37,mistralai/Mistral,0,kmeans_ngram,10,ance,dot,0.02%,0.97%,5
10,end,5,hotflip,0,45.00%,mirage,dataset_mirage-retriver_ance-model_true_mistralai/Mistral-Nemo-Instruct-2407-M10xRepeat10-attack_hotflip-removal_kmeans_ngram-defend_none-dot-adv_per_query5-adv_a_position_end-Top_5-Seed_12_both_combined,0.12%,4.00%,41.13,mistralai/Mistral,0,kmeans_ngram,10,ance,dot,0.02%,0.98%,5
10,end,3,hotflip,1,50.00%,msmarco,dataset_msmarco-retriver_contriever-model_true_gpt-4o-M10xRepeat10-attack_hotflip-removal_drift-defend_none-cos_sim-adv_per_query3-adv_a_position_end-Top_5-Seed_12_no_questions_both_sides,0.25%,40.00%,120.77,gpt,1,drift,10,contriever,cos,0.42%,0.29%,5
